ID	LG	POS
12492	3	40.39011664
20965	3	40.7594191
14583	3	41.12875562
31339	3	41.48469491
24048	3	41.48479491
7960	3	41.48489491
44879	3	41.48499491
38531	3	41.48509491
42384	3	41.48519491
44433	3	43.03257032
20476	3	46.28541101
30622	3	46.83499923
8420	3	46.83509923
14788	3	46.83519923
13184	3	46.83529923
6978	3	46.83539923
7587	3	47.31629285
9805	3	47.31639285
21004	3	47.79749685
18405	3	52.13690589
20055	3	52.13700589
22190	3	52.13710589
30208	3	52.61789128
6981	3	52.61799128
5907	3	52.61809128
13783	3	52.61819128
15783	3	52.61829128
35453	3	52.61839128
20887	3	52.61849128
19731	3	52.61859128
23785	3	52.61869128
43014	3	52.61879128
24072	3	58.91265591
38040	3	61.68425691
14121	3	62.69042473
31795	3	63.22333235
17438	3	63.80810715
45992	3	69.0759585
13528	3	69.0760585
40124	3	69.96155281
14096	3	71.31823122
11968	3	72.46157953
44129	3	75.13481675
13467	3	77.33651401
19026	3	77.33661401
53210	3	77.33671401
18641	3	78.29949544
29404	3	78.29959544
10133	3	79.28972174
23547	3	80.2799139
58517	3	80.94067068
27274	3	80.94077068
24528	3	80.94087068
27719	3	81.76543355
51248	3	81.76553355
27808	3	81.76563355
10192	3	82.74558555
2705	3	82.74568555
23761	3	82.74578555
16102	3	83.72593651
10167	3	83.72603651
38518	3	92.6254561
23504	3	93.41181079
42016	3	95.35658628
23243	3	95.35668628
7689	3	99.25839595
5911	3	101.8696666
25402	3	101.8697666
39799	3	102.4881746
50012	3	110.8384753
28747	3	116.7199636
20316	3	120.0607447
40781	3	124.3673425
39502	3	128.4696304
31205	3	128.4697304
53589	3	129.5001554
4347	3	129.5002554
18195	3	131.6317682
37493	3	134.2290086
35002	3	134.9945256
35458	3	140.1158773
31898	3	141.765047
39701	3	141.765147
26008	3	141.765247
2985	3	144.1791837
43508	3	148.2583338
13358	3	150.0391562
8474	3	150.0392562
28910	3	150.5204578
43376	3	151.4823687
42328	3	151.4824687
48310	3	151.4825687
30612	3	151.4826687
16982	3	151.4827687
34991	3	151.4828687
21845	3	151.9678211
33770	3	151.9679211
42469	3	152.9543312
29345	3	153.5195511
42213	3	156.8189777
10515	3	157.9377284
17236	3	159.0560474
56766	3	159.0561474
34132	3	159.0562474
6574	3	159.0563474
35286	3	159.0564474
42186	3	159.0565474
1688	3	159.0566474
28449	3	160.1748231
22281	3	160.1749231
38194	3	162.7121775
14689	3	163.2418955
36822	3	166.1384302
25590	3	168.8477145
23971	3	169.7145034
14975	3	171.9934372
57731	3	171.9935372
39761	3	171.9936372
56730	3	173.0019061
33229	3	174.4159784
38296	3	174.4160784
8029	3	180.6423638
38688	3	181.7404574
14150	3	181.7405574
40896	4	0
28662	4	3.468061176
28085	4	6.402026622
21543	4	6.884238134
15447	4	7.366445352
41224	4	8.33300168
30584	4	8.33310168
36174	4	9.299566217
23904	4	9.781659348
21271	4	10.26381704
26680	4	10.26391704
21424	4	10.74504136
48296	4	12.66999805
17525	4	12.67009805
9855	4	12.67019805
30511	4	13.76524035
14107	4	15.45740225
26533	4	16.04902496
10463	4	17.97437279
42893	4	17.97447279
24828	4	17.97457279
21629	4	18.9372193
32793	4	21.10382123
10982	4	21.10392123
13403	4	21.10718673
43291	4	23.26977293
51977	4	23.26987293
50558	4	26.16474907
40316	4	31.48102568
24253	4	31.48112568
15257	4	32.9059062
8776	4	32.92616709
31430	4	33.40702061
14364	4	34.3694433
21603	4	34.3695433
5869	4	35.45826221
25305	4	38.73798787
6859	4	38.73808787
48467	4	38.73818787
7641	4	38.73828787
29399	4	41.14410703
12485	4	41.14420703
19237	4	43.06869075
21694	4	43.06879075
37506	4	44.99795005
11599	4	44.99805005
33112	4	53.96128836
29802	4	58.86080472
32546	4	59.67953438
18601	4	61.31713745
24801	4	68.60443389
4947	4	68.60453389
38823	4	68.60463389
23317	4	68.60473389
26299	4	70.78463226
9216	4	71.51229759
9014	4	72.52548072
16855	4	73.53876654
37978	4	76.63342675
36594	4	76.63352675
55463	4	86.25983947
10374	4	86.25993947
46058	4	88.17068218
39291	4	93.22594975
23518	4	93.22604975
25231	5	0
24781	5	3.168925309
3551	5	4.75096119
33573	5	6.531632495
39969	5	8.111851743
41071	5	9.612416844
38864	5	11.22448207
29502	5	11.22458207
41988	5	11.22468207
17351	5	12.55882201
31631	5	12.55892201
38281	5	12.55902201
7732	5	12.55912201
16644	5	12.55922201
33762	5	14.49065312
38553	5	15.10141567
20031	5	15.10151567
30310	5	15.63893404
18859	5	17.45590944
40522	5	18.36346153
1536	5	18.92202269
12000	5	18.92212269
13125	5	19.20220407
35256	5	19.48228831
19810	5	19.48238831
23475	5	19.48248831
16737	5	19.48258831
34631	5	19.48268831
28150	5	19.48278831
22489	5	19.48288831
35582	5	19.48298831
16021	5	19.76306958
9237	5	20.04314509
21547	5	20.78807879
9498	5	22.27530263
12384	5	22.27540263
12573	5	23.84562484
17779	5	24.89122284
15741	5	26.98594482
30156	5	30.56900157
40779	5	33.25685639
21585	5	34.82867464
10288	5	35.61523643
33964	5	37.20563944
39145	5	37.80246221
9534	5	39.62792351
37807	5	41.45338408
39858	5	42.0646323
16342	5	44.25319146
10850	5	45.71452885
17842	5	45.71462885
30076	5	48.62210099
44962	5	48.62220099
21770	5	48.62230099
41054	5	49.1086971
6670	5	52.26970557
51214	5	53.98176614
38728	5	53.98186614
42292	5	54.33428251
30322	5	56.882508
50616	5	56.882608
38761	5	59.80229453
55766	5	60.34394465
48946	5	60.89653265
30727	5	60.89663265
30567	5	60.89673265
50610	5	60.89683265
5910	5	63.09012224
17606	5	63.09022224
19702	5	64.19195997
27582	5	65.29356087
33446	5	68.56969431
16440	5	70.76335186
21726	5	71.31589066
39613	5	71.86843128
16434	5	72.98642095
44515	5	75.33734931
56360	5	80.30430892
28266	5	80.30440892
34596	5	82.8167604
37161	5	84.99244157
10132	5	89.29299417
15386	5	91.8534311
55956	5	93.88591873
7330	5	95.28984422
53784	5	95.28994422
54005	5	95.29004422
14584	5	95.29014422
35059	5	95.29024422
22929	5	98.17796344
36663	5	98.17806344
21146	5	98.65886638
21284	5	98.65896638
15970	5	98.65906638
43877	5	98.65916638
29193	5	102.5136227
39234	5	103.4763879
31057	5	103.4764879
32347	5	103.4765879
14862	5	103.4766879
15959	5	103.4767879
37707	5	105.4137354
171	5	106.3821822
47800	5	106.3822822
18711	5	106.3823822
37613	5	106.3824822
32146	5	106.3825822
32759	5	108.7887074
14263	5	109.8461964
22627	5	109.8462964
4617	5	109.8463964
12998	5	110.2772665
15232	5	110.7081291
41050	5	110.7082291
17181	5	110.989652
38457	5	111.28862
20420	5	111.5700459
19336	5	111.5701459
25878	5	111.5702459
37264	5	112.8620097
32755	5	114.1537735
14568	5	114.1538735
39034	5	114.1539735
22859	5	115.4145759
28069	5	116.6751404
48959	5	116.6752404
57670	5	116.6753404
51304	5	116.6754404
19550	5	118.1782622
7680	5	118.1783622
24373	5	118.1784622
20985	5	118.1785622
19050	5	118.1786622
57848	5	118.1787622
12368	5	118.1788622
33810	5	118.1789622
43522	5	119.1020059
51584	5	120.0250496
26344	5	120.9480933
54517	5	121.8711369
9336	5	122.7943408
54142	5	123.7175447
48116	5	123.7176447
35016	5	123.7177447
20563	5	124.6410316
25740	5	126.4871934
41275	5	126.4872934
32404	5	126.4873934
43099	5	126.4874934
7577	5	126.4875934
39405	5	126.4876934
34448	5	126.4877934
18027	5	126.7938634
24246	5	127.2957469
44681	5	128.9087676
15803	5	128.9088676
44731	5	128.9089676
45710	5	128.9090676
15723	5	130.5055433
27734	5	130.9290831
49077	5	132.7642689
28587	5	132.7643689
19084	5	132.7644689
12077	5	132.7725387
15589	5	133.2454669
10213	5	134.0006011
36084	5	134.0007011
11133	5	134.0008011
51828	5	135.1784326
39802	5	135.1785326
32252	5	135.412086
20595	5	135.6624512
52510	5	136.6266935
5495	5	136.6267935
35875	5	136.6268935
34787	5	136.6269935
54445	5	136.6270935
36452	5	136.6271935
16294	5	136.6272935
12568	5	141.9360427
27731	5	141.9361427
27618	5	141.9362427
12325	5	143.8619552
53505	5	143.8620552
42565	5	147.5268161
52468	5	150.1410131
25276	5	150.1411131
49201	5	150.1412131
37140	5	156.4340529
35481	5	156.4341529
31828	5	156.4342529
23663	5	162.883128
25809	5	163.936755
20235	5	163.936855
16731	5	165.6820492
36513	5	165.6821492
25661	5	165.6822492
17997	5	166.1732342
28037	5	169.309697
7816	5	172.0314088
52780	5	172.0315088
44761	5	172.0316088
38870	5	177.3069675
33461	5	182.4633589
13589	5	182.4634589
27835	5	182.4635589
38199	5	182.876406
49418	5	183.3189982
19313	5	183.7405031
38795	5	185.019456
44009	5	185.019556
29546	5	190.6783527
43317	5	190.6784527
2752	5	193.7343788
31442	5	196.15064
7751	5	196.15074
30353	5	198.0269783
24167	5	200.5020714
45018	5	200.8328573
11688	5	200.8329573
39488	5	201.0171816
56743	5	202.6865751
42600	5	206.8291546
46796	5	207.8293083
54524	5	207.8294083
54124	5	207.8295083
43792	5	207.8296083
44023	5	207.8297083
2351	5	217.6339116
33096	5	220.6109173
47990	5	221.5833639
34456	5	222.5552552
38042	5	225.8761252
14171	5	227.5370062
36684	5	228.5696646
32806	6	0
7886	6	1.00E-04
25346	6	4.822691702
10801	6	14.56034226
33319	6	15.52299289
48376	6	15.52309289
39751	6	15.52319289
16689	6	15.52329289
42494	6	17.08932158
37895	6	20.99673017
42868	6	20.99683017
53371	6	26.13488187
46658	6	32.99098592
38906	6	32.99108592
14333	6	35.51592547
27711	6	35.51602547
30122	6	36.15102791
40880	6	38.05076086
15901	6	44.29977428
33070	6	44.29987428
13702	6	50.74654472
9564	6	50.74664472
48789	6	52.02561182
30613	6	55.89318419
54093	6	58.45905247
35479	6	61.02492074
37564	6	63.5880835
16351	6	64.8635277
54609	6	66.13897194
29330	6	66.13907194
26091	6	66.13917194
49456	6	67.42970267
9169	6	74.6337045
51694	6	84.97358124
37912	6	86.2630194
47046	6	86.2631194
47331	6	86.2632194
27557	6	87.55265758
11262	6	87.55275758
33247	6	87.55285758
43356	6	96.97713417
54994	6	96.97723417
46906	6	98.26390748
14587	6	98.26400748
10929	6	100.2416229
43945	6	103.4226233
39205	6	105.5969344
31901	6	107.5143922
29231	6	108.9582701
22938	6	110.4021495
21810	6	110.8833192
32447	6	112.8000212
45096	6	112.8083756
7185	6	113.2884562
23683	6	113.2894139
7663	6	113.2895139
51123	6	115.2134908
52537	6	115.2135908
41519	6	115.2136908
52978	7	0
30796	7	0.972016312
57839	7	4.424281566
33141	7	6.919165605
30907	7	11.01217874
32978	7	11.01227874
30803	7	11.01237874
38571	7	17.24427892
54645	7	19.23763614
13166	7	19.23773614
16199	7	19.23783614
20167	7	19.23793614
32155	7	21.12432312
16376	7	22.06771595
33462	7	24.00997171
47891	7	24.602728
29966	7	24.602828
23460	7	24.602928
40449	7	25.08377641
29424	7	25.56462481
5545	7	26.04554968
26268	7	26.04564968
39202	7	26.52681446
37887	7	27.83420875
34914	7	28.94705454
2990	7	28.94715454
32193	7	30.39100676
45090	7	30.39110676
25429	7	30.39120676
53462	7	32.31595952
32956	7	33.27793436
32660	7	33.27803436
12204	7	33.27813436
11163	7	33.27823436
16322	7	34.2401617
37164	7	34.96163302
22588	7	35.68308533
16815	7	36.11132016
24752	7	36.42486634
40820	7	37.05880158
168	7	39.43153395
25001	7	39.43163395
38665	7	47.31777732
34176	7	47.31787732
27919	7	47.31797732
10913	7	47.79887501
49716	7	47.79897501
15200	7	48.27997373
12218	7	48.83964632
11091	7	51.65067847
49882	7	51.65077847
28984	7	51.65087847
36979	7	52.13179864
40285	7	52.61271881
17695	7	52.61281881
4461	7	52.61291881
20400	7	53.09386166
23258	7	53.81550848
22668	7	54.53720779
15937	7	55.98121338
27615	7	55.98231816
28638	7	59.84125285
35230	7	60.80402022
23322	7	61.52618062
12466	7	62.24813607
48665	7	62.24823607
50144	7	62.24833607
30650	7	64.17462475
30629	7	66.10091343
50906	7	66.58195359
33731	7	67.30637779
35229	7	68.03196069
27671	7	70.77119278
28458	7	70.77129278
36289	7	71.40276326
34333	7	71.40286326
30256	7	77.22603209
31680	7	78.67386854
14836	7	79.15501325
35657	7	79.69467456
18346	7	83.50284234
47844	7	85.61055174
49640	7	90.23887829
27590	7	91.43369269
11099	7	93.82929329
51519	7	95.77590538
56181	7	97.07092131
34233	7	97.71418242
9799	7	98.6823751
31425	7	99.16520789
9166	7	99.64834196
27446	7	101.1037083
19107	7	103.0497865
20893	7	104.0172861
21536	7	106.4561245
30724	7	106.9389399
40368	7	107.4217152
53840	7	109.1669627
15047	7	110.3811137
48132	8	0
11955	8	1.471441101
33098	8	2.434872037
26850	8	2.434972037
52919	8	3.566335485
17084	8	4.697572773
28861	8	7.810822765
38603	8	7.810922765
10345	8	7.811022765
23341	8	7.811122765
24384	8	8.010575554
33685	8	8.775061264
41709	8	9.302544741
36547	8	19.00325289
28926	8	19.00335289
35089	8	19.00345289
16223	8	20.20597187
18373	8	21.40906145
29120	8	21.40916145
49225	8	21.40926145
34518	8	21.40936145
34479	8	21.40946145
46457	8	21.40956145
57469	8	26.54146889
21828	8	26.54156889
54402	8	26.54166889
16635	8	26.54176889
22202	8	26.54186889
39684	8	26.54196889
54332	8	28.0880192
10889	8	29.63542208
24010	8	30.3479354
9701	8	30.70518366
41031	8	31.06152338
36741	8	31.06162338
25297	8	31.06172338
21204	8	31.77511557
34349	8	36.02064052
32386	8	36.02074052
23767	8	37.45374964
11702	8	38.88698879
14480	8	42.45307306
29654	8	46.01837779
32235	8	46.01847779
48939	8	46.50023926
6735	8	46.50033926
31350	8	47.78891904
29251	8	48.43489737
2836	8	50.63656612
11167	8	50.63666612
37091	8	50.63676612
9811	8	51.37293337
28993	8	53.05935607
46548	8	58.38756809
44007	8	58.38766809
11357	8	59.6162279
26130	8	59.6173044
31497	8	60.64298215
21420	8	60.64308215
11453	8	71.41004436
9124	8	72.87796755
20543	8	74.35479514
47479	8	74.35489514
10256	8	74.35499514
27507	8	74.35509514
16790	8	74.35519514
40706	8	74.35529514
40780	8	74.87538977
47359	8	76.61870193
44372	8	78.46917124
41325	8	78.46927124
26106	8	79.55653196
18780	8	80.64382598
43105	8	80.64392598
17239	8	81.12471103
35509	8	81.60574613
29213	8	81.60584613
7492	8	83.7008587
28087	8	85.49690731
44282	8	87.58458662
17643	8	87.58468662
38722	8	88.24267361
55052	8	88.90070421
14888	8	88.90080421
52475	8	88.90090421
13229	8	92.78718723
18550	8	96.25582418
39396	8	96.25592418
16301	8	96.25602418
55849	8	96.25612418
13424	8	102.4312608
45328	8	107.2440629
20313	8	107.2441629
58603	8	107.2442629
32127	8	107.2443629
7254	8	107.2444629
27741	8	107.2445629
7531	8	107.2446629
55398	8	107.2447629
57089	8	107.2448629
8448	8	107.2449629
45837	8	107.2450629
52055	8	107.2451629
22389	8	107.2452629
41747	8	107.2453629
29406	8	109.7899056
25295	8	110.2712566
37439	8	110.2713566
12446	8	110.2714566
41666	8	110.2715566
9925	8	113.0912523
36779	8	113.5579046
33713	8	114.0311576
18830	8	115.91074
47059	8	116.3814386
26093	8	116.8504314
17167	8	117.3209895
24123	8	117.789954
9967	8	118.729677
23680	8	119.6946676
36038	8	122.3799705
15655	8	125.0638595
34362	8	125.0647917
39533	8	131.5261736
25620	8	132.7911678
42622	8	132.7912678
18778	8	132.7913678
29307	8	133.9568451
31617	8	138.2552752
44470	8	139.0639185
54955	8	140.8570969
25303	8	140.8571969
51439	8	142.6503751
4822	8	142.6504751
35653	8	142.6505751
26287	8	142.6506751
47931	8	143.9394838
25898	8	144.5850753
39323	8	145.7501752
24474	8	145.7502752
29732	8	145.7503752
8803	8	147.4941474
5943	8	147.4942474
41936	8	148.1642301
27927	8	148.8510702
26884	8	148.8511702
15837	8	151.2390921
20720	8	155.2433579
27893	8	155.2434579
39634	8	155.2435579
55997	8	155.5759159
14162	8	155.7258398
31990	8	160.5089375
25265	8	162.0668597
8979	8	162.0669597
29040	8	162.0670597
18927	8	165.6117444
19269	8	165.6118444
39219	8	169.069941
20306	8	171.9420415
49572	8	173.2718567
15802	8	175.4594954
11551	8	180.5305975
6402	8	180.5306975
6039	8	180.5307975
12949	8	182.9803237
51057	8	184.2006601
12497	8	184.2007601
25614	8	185.4359794
24195	8	187.3720025
42568	8	190.793255
30126	8	190.793355
30334	8	191.7945463
7407	9	0
21855	9	1.00E-04
14326	9	0.0002
34119	9	0.482711022
48124	9	1.9399155
50618	9	1.9400155
7522	9	1.9401155
30097	9	1.9402155
9087	9	5.37587542
7265	9	6.36819624
27851	9	6.36829624
25075	9	7.030465812
23934	9	8.35197891
55060	9	8.849306071
48313	9	8.849406071
35770	9	8.849506071
9004	9	8.849606071
37524	9	10.77562587
19761	9	10.77572587
45769	9	10.77582587
15804	9	10.77592587
19906	9	11.25732352
33889	9	11.25742352
50599	9	12.22783687
19669	9	17.12043456
27471	9	17.60284971
13560	9	17.60294971
5235	9	17.60304971
16232	9	21.56856916
35223	9	23.15375097
1832	9	24.73886632
26352	9	24.73896632
37322	9	27.11455658
12091	9	29.06900833
11367	9	29.06910833
34709	9	30.04330556
53454	9	31.01788216
43344	9	31.01798216
34206	9	34.46684357
22194	9	34.46694357
42009	9	34.94912717
46969	9	36.8958469
41187	9	36.8959469
28722	9	37.86370583
19542	9	38.83165357
35566	9	39.31404334
36475	9	41.65756941
46646	9	42.23394856
4967	9	42.23440945
12848	9	42.71673119
16727	9	43.87710729
35323	9	45.62706361
15619	9	46.10949007
14912	9	46.10959007
47649	9	46.10969007
31185	9	46.10979007
14710	9	46.75200117
48695	9	48.04587141
37662	9	49.01352916
6022	9	50.46907498
34229	9	51.11158334
26229	9	52.40517459
31844	9	58.75049339
15730	9	73.76681817
30895	9	88.6531164
17726	9	88.6532164
29503	10	0
15076	10	0.996772805
26403	10	0.996872805
33106	10	0.996972805
28856	10	1.900378527
9840	10	10.03772961
7825	10	14.54478189
29765	10	15.50873371
20861	10	19.37033622
29550	10	19.37043622
53299	10	19.37053622
3197	10	25.49943929
53445	10	26.73688446
30157	10	31.00915319
18458	10	31.55067508
21865	10	31.55832294
31591	10	31.55842294
51561	10	31.55852294
4304	10	35.72644536
33585	10	37.34863146
37061	10	40.23156916
9046	10	40.23166916
20936	10	40.23176916
33562	10	42.15612056
33039	10	43.59948382
54376	10	43.59958382
24628	10	43.59968382
49575	10	45.1598615
29600	10	45.1599615
38652	10	49.88333356
28086	10	54.91657072
35150	10	55.11544753
30139	10	55.90202872
39786	10	56.38302816
6247	10	56.86413618
27294	10	59.76256591
41794	10	60.25213986
16663	10	60.25223986
39007	10	64.59341895
32304	10	64.59351895
9970	10	65.07558178
11634	10	68.62560185
56321	10	70.14642554
35128	10	74.79420417
15273	10	77.2527154
33076	10	77.2528154
37745	11	0
13401	11	0.501387899
30977	11	0.501487899
10688	11	1.472496121
18788	11	1.472596121
35765	11	2.434264004
25106	11	18.34249832
23472	11	22.58582992
40792	11	28.97154545
18632	11	28.97164545
32952	11	33.79570416
10652	11	34.75878634
38948	11	35.72045179
28074	11	35.72055179
19378	11	37.8543693
37910	11	45.40704409
28654	11	46.37090269
31673	11	47.33380083
28904	11	47.33390083
42318	11	47.33400083
8696	11	49.25775352
30424	11	49.25785352
25950	11	50.21951898
38613	11	52.14430595
22340	11	55.99884302
13552	11	58.88695361
18077	11	59.85126419
17019	11	67.68416432
10194	11	70.68777625
